R	53.3602	-7.79847	A728	11 Feb 2025	A728\n19:35 - Dublin Heuston to Galway (7 mins late)\nDeparted Clonydonnin next stop Athlone	To Galway
R	53.3786	-6.19131	E130	11 Feb 2025	E130\n20:46 - Howth to Greystones (0 mins late)\nDeparted Harmonstown next stop Killester	Southbound
R	53.3816	-6.37149	P668	11 Feb 2025	P668\n20:39 - Maynooth to Grand Canal Dock (0 mins late)\nArrived Castleknock next stop Navan Road Parkway	Southbound
R	53.3853	-6.44205	D328	11 Feb 2025	D328\n20:56 - Clonsilla to M3 Parkway (1 mins late)\nDeparted Hansfield next stop Dunboyne	Northbound
R	53.3909	-6.15672	A130	11 Feb 2025	A130\n20:50 - Dublin Connolly to Belfast (0 mins late)\nDeparted Howth Junction next stop Drogheda	Northbound
R	53.3909	-6.15672	E945	11 Feb 2025	E945\n19:55 - Bray to Howth (3 mins late)\nDeparted Howth Junction next stop Bayside	Northbound
R	53.4855	-6.15134	A127	11 Feb 2025	A127\n19:00 - Belfast to Dublin Connolly (4 mins late)\nDeparted Donabate next stop Dublin Connolly	Southbound
R	53.523	-7.34608	A914	11 Feb 2025	A914\n19:32 - Dublin Connolly to Sligo (4 mins late)\nArrived Mullingar next stop Edgeworthstown	Northbound
R	53.5741	-6.11933	D833	11 Feb 2025	D833\n20:09 - Grand Canal Dock to Drogheda (0 mins late)\nDeparted Skerries next stop Balbriggan	To Drogheda
R	53.6888	-7.60299	A915	11 Feb 2025	A915\n19:05 - Sligo to Dublin Connolly (26 mins late)\nDeparted Edgeworthstown next stop Mullingar	Southbound
R	54.0007	-6.41291	A126	11 Feb 2025	A126\n18:50 - Dublin Connolly to Belfast (18 mins late)\nDeparted Dundalk next stop Newry	Northbound
T	53.0371	-7.30086	D222	11 Feb 2025	D222\n19:45 - Dublin Heuston to Portlaoise(-1 mins late)\nTERMINATED Portlaoise at 20:54	To Portlaoise
T	53.3397	-6.23773	P622	11 Feb 2025	P622\n19:48 - Drogheda to Grand Canal Dock(1 mins late)\nTERMINATED Grand Canal Dock at 20:59	To Grand Canal Dock
T	53.3531	-6.24591	P767	11 Feb 2025	P767\n20:10 - Maynooth to Dublin Connolly(-1 mins late)\nTERMINATED Dublin Connolly at 20:53	Southbound
T	53.378	-6.58993	D934	11 Feb 2025	D934\n20:17 - Dublin Connolly to Maynooth(-1 mins late)\nTERMINATED Maynooth at 20:59	Northbound
T	53.4509	-6.15649	E842	11 Feb 2025	E842\n19:31 - Greystones to Malahide(0 mins late)\nTERMINATED Malahide at 20:54	Northbound
